properties,num_properties,coverage,score
"has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death",5,24210,121050
"has_gender, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",5,24189,120945
"has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,24189,120945
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",5,24073,120365
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,17016,119112
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",5,23527,117635
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",5,23527,117635
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,14703,117624
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",5,23512,117560
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",8,14649,117192
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",8,14645,117160
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,14644,117152
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",8,14644,117152
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,18923,113538
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,18899,113394
"has_place_of_birth, has_gender, has_occupation, has_award_received, has_date_of_birth",5,22633,113165
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_award_received",5,22532,112660
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth",5,22431,112155
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",5,22431,112155
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",6,18559,111354
"has_place_of_death, has_gender, has_position_held, has_occupation",4,27667,110668
"has_place_of_death, has_position_held, has_occupation, has_date_of_death",4,27652,110608
"has_place_of_death, has_gender, has_position_held, has_date_of_death",4,27652,110608
"has_place_of_death, has_position_held, has_occupation, has_date_of_birth",4,27633,110532
"has_place_of_death, has_gender, has_position_held, has_date_of_birth",4,27633,110532
"has_place_of_death, has_position_held, has_date_of_death, has_date_of_birth",4,27625,110500
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation",4,27517,110068
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held",4,27517,110068
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death",4,27502,110008
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_birth",4,27484,109936
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,18212,109272
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,18209,109254
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,18209,109254
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,18141,108846
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",6,18102,108612
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,18102,108612
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,18099,108594
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,15379,107653
"has_place_of_death, has_gender, has_educated_at, has_occupation",4,26913,107652
"has_place_of_death, has_educated_at, has_occupation, has_date_of_birth",4,26907,107628
"has_place_of_death, has_gender, has_educated_at, has_date_of_birth",4,26904,107616
"has_place_of_death, has_educated_at, has_occupation, has_date_of_death",4,26893,107572
"has_place_of_death, has_gender, has_educated_at, has_date_of_death",4,26890,107560
"has_place_of_death, has_educated_at, has_date_of_death, has_date_of_birth",4,26884,107536
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,17867,107202
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",7,15300,107100
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",7,15299,107093
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",7,15294,107058
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,15294,107058
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,17833,106998
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,17833,106998
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at",4,26691,106764
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation",4,26691,106764
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_birth",4,26682,106728
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death",4,26668,106672
"has_gender, has_occupation, has_award_received, has_date_of_birth",4,26134,104536
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation",4,26021,104084
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at",4,26018,104072
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_birth",4,26017,104068
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_death",4,26002,104008
"has_place_of_birth, has_place_of_death, has_gender, has_position_held",4,25949,103796
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation",4,25949,103796
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_death",4,25940,103760
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_birth",4,25938,103752
"has_gender, has_country_of_citizenship, has_occupation, has_award_received",4,25899,103596
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held",4,25853,103412
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at",4,25841,103364
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_birth",7,14708,102956
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death",7,14704,102928
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,14703,102921
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",7,14703,102921
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,17149,102894
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",6,17095,102570
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",7,14650,102550
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",7,14649,102543
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",7,14649,102543
"has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth",4,25629,102516
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",4,25629,102516
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",7,14645,102515
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",7,14645,102515
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",7,14644,102508
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,17016,102096
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",6,17016,102096
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,12665,101320
"has_gender, has_spouse, has_occupation, has_date_of_birth",4,25120,100480
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,14240,99680
"has_gender, has_father, has_country_of_citizenship, has_occupation, has_date_of_birth",5,19595,97975
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",5,19508,97540
"has_gender, has_spouse, has_country_of_citizenship, has_occupation",4,24311,97244
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,16147,96882
"has_position_held, has_educated_at, has_occupation, has_date_of_death",4,24210,96840
"has_gender, has_position_held, has_educated_at, has_date_of_death",4,24210,96840
"has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",4,24189,96756
"has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",4,24074,96296
"has_gender, has_spouse, has_country_of_citizenship, has_date_of_birth",4,24073,96292
"has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,19215,96075
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",5,19077,95385
"has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,18942,94710
"has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,18923,94615
"has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",5,18923,94615
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",5,18899,94495
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,18899,94495
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",4,23527,94108
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_date_of_birth",5,18764,93820
"has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,15595,93570
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation",5,18630,93150
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_date_of_birth",5,18559,92795
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",5,18559,92795
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_birth",6,15385,92310
