properties,num_properties,coverage,score
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1135,7945
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",7,1135,7945
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1135,7945
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1134,7938
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1134,7938
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",7,1134,7938
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",7,1134,7938
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",7,1132,7924
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",7,1132,7924
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",7,1132,7924
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",7,1132,7924
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",7,1132,7924
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1132,7924
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1126,7882
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",7,1124,7868
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",7,1123,7861
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1123,7861
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",7,1123,7861
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1309,7854
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1304,7824
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation",4,1955,7820
"has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth",4,1929,7716
"has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",4,1929,7716
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1071,7497
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1070,7490
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received",7,1070,7490
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_birth",7,1070,7490
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1070,7490
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1246,7476
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation",4,1866,7464
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work",4,1866,7464
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1241,7446
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_birth",6,1240,7440
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_date_of_birth",4,1859,7436
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death",6,1238,7428
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1238,7428
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",6,1238,7428
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1055,7385
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1054,7378
"has_gender, has_occupation, has_employer, has_date_of_birth",4,1834,7336
"has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1215,7290
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1212,7272
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1212,7272
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1212,7272
"has_place_of_birth, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1207,7242
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1207,7242
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1207,7242
"has_gender, has_country_of_citizenship, has_occupation, has_employer",4,1808,7232
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1204,7224
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,1204,7224
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1204,7224
"has_place_of_birth, has_gender, has_occupation, has_employer",4,1795,7180
"has_place_of_birth, has_occupation, has_employer, has_date_of_birth",4,1786,7144
"has_place_of_birth, has_gender, has_employer, has_date_of_birth",4,1786,7144
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1017,7119
"has_gender, has_country_of_citizenship, has_employer, has_date_of_birth",4,1778,7112
"has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",4,1778,7112
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1014,7098
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1183,7098
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",7,1014,7098
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",7,1014,7098
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",7,1014,7098
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1183,7098
"has_gender, has_native_language, has_occupation, has_award_received, has_date_of_birth",5,1417,7085
"has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",5,1417,7085
"has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",5,1415,7075
"has_gender, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",5,1415,7075
"has_place_of_birth, has_gender, has_native_language, has_occupation, has_award_received",5,1410,7050
"has_place_of_birth, has_native_language, has_occupation, has_award_received, has_date_of_birth",5,1409,7045
"has_place_of_birth, has_gender, has_native_language, has_award_received, has_date_of_birth",5,1409,7045
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_award_received",5,1408,7040
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",5,1408,7040
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",5,1407,7035
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",6,1167,7002
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1167,7002
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",6,1167,7002
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,1166,6996
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,1162,6972
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer",4,1742,6968
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer",4,1742,6968
"has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,1388,6940
"has_place_of_birth, has_country_of_citizenship, has_employer, has_date_of_birth",4,1734,6936
"has_gender, has_position_held, has_educated_at, has_date_of_death",4,1726,6904
"has_position_held, has_educated_at, has_occupation, has_date_of_death",4,1726,6904
"has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",4,1725,6900
"has_place_of_birth, has_gender, has_educated_at, has_award_received, has_date_of_birth",5,1376,6880
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_award_received",5,1376,6880
"has_place_of_birth, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,1376,6880
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",5,1375,6875
"has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,1374,6870
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",6,1145,6870
"has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",5,1374,6870
"has_place_of_birth, has_position_held, has_educated_at, has_date_of_death",4,1715,6860
"has_gender, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,1369,6845
"has_position_held, has_award_received, has_date_of_death, has_date_of_birth",4,1710,6840
"has_gender, has_position_held, has_award_received, has_date_of_death",4,1710,6840
"has_position_held, has_occupation, has_award_received, has_date_of_death",4,1710,6840
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",6,1140,6840
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,1140,6840
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",4,1709,6836
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,1137,6822
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation",6,1137,6822
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,1137,6822
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_birth",6,1137,6822
"has_place_of_birth, has_position_held, has_award_received, has_date_of_death",4,1705,6820
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",5,1363,6815
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",5,1363,6815
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_award_received",5,1363,6815
"has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",4,1703,6812
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death",6,1135,6810
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1135,6810
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1135,6810
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1135,6810
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1135,6810
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1135,6810
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,1134,6804
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,1134,6804
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,1134,6804
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,1134,6804
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language",6,1134,6804
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,1134,6804
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,1132,6792
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1132,6792
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,1132,6792
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1132,6792
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_date_of_birth",5,1353,6765
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",6,1127,6762
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",6,1126,6756
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",6,1126,6756
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1126,6756
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation",6,1124,6744
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",6,1124,6744
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth",6,1124,6744
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",6,1123,6738
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",6,1123,6738
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",6,1123,6738
"has_place_of_death, has_position_held, has_award_received, has_date_of_birth",4,1666,6664
"has_place_of_death, has_gender, has_position_held, has_award_received",4,1666,6664
"has_place_of_death, has_position_held, has_occupation, has_award_received",4,1666,6664
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1332,6660
"has_place_of_birth, has_place_of_death, has_position_held, has_award_received",4,1665,6660
"has_place_of_death, has_position_held, has_award_received, has_date_of_death",4,1665,6660
"has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received",4,1659,6636
"has_place_of_birth, has_gender, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1101,6606
"has_place_of_birth, has_gender, has_father, has_occupation, has_date_of_birth",5,1314,6570
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation",5,1312,6560
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_date_of_birth",5,1309,6545
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1309,6545
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_death",5,1305,6525
"has_place_of_birth, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",5,1304,6520
"has_place_of_death, has_position_held, has_educated_at, has_date_of_birth",4,1630,6520
"has_place_of_birth, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,1304,6520
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at",4,1630,6520
"has_place_of_death, has_gender, has_position_held, has_educated_at",4,1630,6520
"has_place_of_death, has_position_held, has_educated_at, has_occupation",4,1630,6520
"has_place_of_death, has_position_held, has_educated_at, has_date_of_death",4,1628,6512
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at",4,1613,6452
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received",6,1072,6432
"has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1071,6426
"has_gender, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1071,6426
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_birth",6,1071,6426
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received",6,1070,6420
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_award_received, has_date_of_birth",6,1070,6420
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_birth",6,1070,6420
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received",6,1070,6420
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_occupation, has_award_received",6,1070,6420
"has_place_of_birth, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1070,6420
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1062,6372
"has_place_of_death, has_gender, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1058,6348
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_employer, has_date_of_birth",6,1055,6330
"has_place_of_birth, has_place_of_death, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1055,6330
"has_place_of_birth, has_place_of_death, has_gender, has_employer, has_date_of_death, has_date_of_birth",6,1055,6330
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_employer, has_date_of_death",6,1055,6330
"has_gender, has_father, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1265,6325
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",6,1054,6324
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1054,6324
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",6,1054,6324
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_birth",5,1248,6240
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death",5,1246,6230
"has_place_of_death, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,1246,6230
"has_place_of_death, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",5,1246,6230
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_occupation",5,1243,6215
"has_place_of_birth, has_father, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1241,6205
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_date_of_birth",5,1241,6205
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_date_of_birth",5,1240,6200
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_date_of_birth",5,1240,6200
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation",5,1240,6200
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_date_of_death",5,1238,6190
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_date_of_death",5,1238,6190
"has_place_of_birth, has_place_of_death, has_field_of_work, has_date_of_death, has_date_of_birth",5,1238,6190
"has_place_of_birth, has_gender, has_child, has_occupation, has_date_of_birth",5,1236,6180
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1017,6102
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",6,1017,6102
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",6,1017,6102
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",6,1017,6102
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer",6,1014,6084
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_date_of_birth",6,1014,6084
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_date_of_death",6,1014,6084
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",6,1014,6084
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",6,1014,6084
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",6,1014,6084
"has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",5,1215,6075
"has_gender, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",5,1215,6075
"has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death",5,1215,6075
"has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",5,1212,6060
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",5,1212,6060
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",5,1212,6060
"has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",5,1208,6040
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_date_of_death",5,1207,6035
"has_place_of_birth, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",5,1207,6035
"has_place_of_birth, has_educated_at, has_native_language, has_occupation, has_date_of_death",5,1207,6035
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",5,1204,6020
"has_place_of_birth, has_gender, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1002,6012
"has_gender, has_educated_at, has_occupation, has_employer, has_date_of_birth",5,1192,5960
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_occupation",5,1185,5925
"has_place_of_birth, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",5,1183,5915
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",5,1183,5915
"has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,1183,5915
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_date_of_birth",5,1183,5915
"has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",5,1183,5915
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",5,1175,5875
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",5,1167,5835
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",5,1167,5835
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",5,1167,5835
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_employer",5,1167,5835
"has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",5,1166,5830
"has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",5,1166,5830
"has_place_of_birth, has_educated_at, has_occupation, has_employer, has_date_of_birth",5,1162,5810
"has_place_of_birth, has_gender, has_educated_at, has_employer, has_date_of_birth",5,1162,5810
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer",5,1145,5725
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",5,1145,5725
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",5,1140,5700
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation",5,1137,5685
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_birth",5,1137,5685
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_date_of_birth",5,1137,5685
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation",5,1137,5685
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language",5,1137,5685
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,1137,5685
"has_gender, has_native_language, has_occupation, has_award_received",4,1419,5676
"has_place_of_death, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",5,1135,5675
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death",5,1135,5675
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_date_of_death",5,1135,5675
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death",5,1135,5675
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",5,1134,5670
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language",5,1134,5670
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language",5,1134,5670
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",5,1134,5670
"has_country_of_citizenship, has_native_language, has_occupation, has_award_received",4,1417,5668
"has_gender, has_country_of_citizenship, has_native_language, has_award_received",4,1417,5668
"has_gender, has_native_language, has_award_received, has_date_of_birth",4,1417,5668
"has_native_language, has_occupation, has_award_received, has_date_of_birth",4,1417,5668
"has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",4,1415,5660
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",5,1132,5660
"has_place_of_birth, has_gender, has_native_language, has_award_received",4,1410,5640
"has_place_of_birth, has_native_language, has_occupation, has_award_received",4,1410,5640
"has_place_of_birth, has_native_language, has_award_received, has_date_of_birth",4,1409,5636
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth",5,1127,5635
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation",5,1127,5635
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",5,1127,5635
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_award_received",4,1408,5632
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",5,1126,5630
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",5,1126,5630
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",5,1126,5630
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work",5,1124,5620
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation",5,1124,5620
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_birth",5,1124,5620
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_death",5,1123,5615
"has_gender, has_educated_at, has_occupation, has_award_received",4,1389,5556
"has_gender, has_educated_at, has_award_received, has_date_of_birth",4,1388,5552
"has_educated_at, has_occupation, has_award_received, has_date_of_birth",4,1388,5552
"has_gender, has_occupation, has_employer, has_date_of_death, has_date_of_birth",5,1109,5545
"has_gender, has_spouse, has_occupation, has_date_of_birth",4,1377,5508
"has_place_of_birth, has_gender, has_occupation, has_employer, has_date_of_death",5,1101,5505
"has_place_of_birth, has_gender, has_employer, has_date_of_death, has_date_of_birth",5,1101,5505
"has_place_of_birth, has_occupation, has_employer, has_date_of_death, has_date_of_birth",5,1101,5505
"has_place_of_birth, has_gender, has_educated_at, has_award_received",4,1376,5504
"has_place_of_birth, has_educated_at, has_occupation, has_award_received",4,1376,5504
"has_place_of_birth, has_educated_at, has_award_received, has_date_of_birth",4,1376,5504
"has_gender, has_country_of_citizenship, has_educated_at, has_award_received",4,1375,5500
"has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",4,1375,5500
"has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",4,1374,5496
"has_gender, has_field_of_work, has_occupation, has_date_of_death",4,1372,5488
"has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",4,1369,5476
"has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",4,1369,5476
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_award_received",4,1363,5452
"has_place_of_birth, has_gender, has_spouse, has_occupation",4,1356,5424
"has_place_of_birth, has_gender, has_spouse, has_date_of_birth",4,1353,5412
