properties,num_properties,coverage,score
"has_place_of_death, has_gender, has_educated_at, has_occupation",4,5955,23820
"has_place_of_death, has_educated_at, has_occupation, has_date_of_death",4,5954,23816
"has_place_of_death, has_gender, has_educated_at, has_date_of_death",4,5954,23816
"has_place_of_death, has_educated_at, has_occupation, has_date_of_birth",4,5952,23808
"has_place_of_death, has_gender, has_educated_at, has_date_of_birth",4,5952,23808
"has_place_of_death, has_educated_at, has_date_of_death, has_date_of_birth",4,5951,23804
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",6,3967,23802
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",6,3967,23802
"has_gender, has_country_of_citizenship, has_position_held, has_occupation",4,5907,23628
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",4,5892,23568
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth",4,5890,23560
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",7,3343,23401
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,3343,23401
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",7,3343,23401
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,3343,23401
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,3343,23401
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",7,3343,23401
"has_gender, has_occupation, has_award_received, has_date_of_death",4,5811,23244
"has_gender, has_award_received, has_date_of_death, has_date_of_birth",4,5810,23240
"has_occupation, has_award_received, has_date_of_death, has_date_of_birth",4,5810,23240
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation",4,5801,23204
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at",4,5801,23204
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_birth",4,5800,23200
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_death",4,5800,23200
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation",4,5729,22916
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at",4,5729,22916
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death",4,5728,22912
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_birth",4,5726,22904
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth",6,3811,22866
"has_place_of_birth, has_gender, has_position_held, has_occupation",4,5706,22824
"has_place_of_birth, has_position_held, has_occupation, has_date_of_birth",4,5702,22808
"has_place_of_birth, has_gender, has_position_held, has_date_of_birth",4,5702,22808
"has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,3777,22662
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",4,5638,22552
"has_gender, has_country_of_citizenship, has_award_received, has_date_of_death",4,5638,22552
"has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",4,5637,22548
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",7,3217,22519
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held",4,5608,22432
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation",4,5608,22432
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_birth",4,5604,22416
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at",4,5592,22368
"has_place_of_birth, has_occupation, has_award_received, has_date_of_death",4,5559,22236
"has_place_of_birth, has_gender, has_award_received, has_date_of_death",4,5559,22236
"has_place_of_birth, has_award_received, has_date_of_death, has_date_of_birth",4,5559,22236
"has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,3675,22050
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,3675,22050
"has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,3675,22050
"has_place_of_birth, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,3669,22014
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,3669,22014
"has_place_of_birth, has_gender, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,3669,22014
"has_place_of_birth, has_country_of_citizenship, has_award_received, has_date_of_death",4,5415,21660
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",6,3581,21486
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,3581,21486
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,3581,21486
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",6,3568,21408
"has_place_of_death, has_gender, has_occupation, has_award_received",4,5283,21132
"has_place_of_death, has_gender, has_award_received, has_date_of_birth",4,5283,21132
"has_place_of_death, has_occupation, has_award_received, has_date_of_birth",4,5283,21132
"has_place_of_death, has_gender, has_award_received, has_date_of_death",4,5282,21128
"has_place_of_death, has_award_received, has_date_of_death, has_date_of_birth",4,5282,21128
"has_place_of_death, has_occupation, has_award_received, has_date_of_death",4,5282,21128
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,3492,20952
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,3492,20952
"has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,3492,20952
"has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,3492,20952
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,2617,20936
"has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_birth",5,4143,20715
"has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received",4,5146,20584
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_birth",4,5146,20584
"has_place_of_death, has_gender, has_country_of_citizenship, has_award_received",4,5146,20584
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death",4,5145,20580
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received",6,3418,20508
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_birth",6,3418,20508
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,3418,20508
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,3418,20508
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_death",6,3418,20508
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,3418,20508
"has_place_of_birth, has_place_of_death, has_gender, has_award_received",4,5122,20488
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_birth",4,5122,20488
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received",4,5122,20488
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_death",4,5121,20484
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,3408,20448
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",6,3408,20448
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,3408,20448
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,3408,20448
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",6,3408,20448
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",6,3408,20448
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",5,4068,20340
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",5,4063,20315
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",5,4063,20315
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation",5,4040,20200
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_date_of_birth",5,4037,20185
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_date_of_birth",5,4037,20185
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",7,2868,20076
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received",6,3343,20058
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",6,3343,20058
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",6,3343,20058
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",6,3343,20058
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received",4,5002,20008
"has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth",5,3988,19940
"has_place_of_birth, has_gender, has_native_language, has_occupation, has_date_of_birth",5,3975,19875
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",5,3970,19850
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at",5,3970,19850
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",5,3967,19835
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",6,3303,19818
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_birth",5,3960,19800
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,3271,19626
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,3266,19596
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,3217,19302
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",6,3217,19302
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",6,3217,19302
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,2749,19243
"has_gender, has_field_of_work, has_occupation, has_date_of_birth",4,4803,19212
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation",5,3819,19095
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth",5,3811,19055
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_date_of_birth",5,3811,19055
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",5,3786,18930
