properties,num_properties,coverage,score
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received, has_date_of_death",5,9507,47535
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_death, has_date_of_birth",5,9507,47535
"has_place_of_birth, has_place_of_death, has_gender, has_award_received, has_date_of_death",5,9507,47535
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_birth",5,9449,47245
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_award_received",5,9449,47245
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received",5,9449,47245
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death",5,9445,47225
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,6722,47054
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",7,6695,46865
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",7,6695,46865
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,6695,46865
"has_place_of_birth, has_gender, has_award_received, has_date_of_death",4,11679,46716
"has_place_of_birth, has_occupation, has_award_received, has_date_of_death",4,11679,46716
"has_place_of_birth, has_award_received, has_date_of_death, has_date_of_birth",4,11679,46716
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,5190,46710
"has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,9335,46675
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",5,9310,46550
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,9305,46525
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",5,9305,46525
"has_place_of_birth, has_country_of_citizenship, has_award_received, has_date_of_death",4,11609,46436
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,6528,45696
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received",5,9093,45465
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,9093,45465
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_date_of_birth",5,9093,45465
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",5,9066,45330
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",5,9066,45330
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received",5,9066,45330
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,6469,45283
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,6340,44380
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",7,6320,44240
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,6319,44233
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",7,6319,44233
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",7,6319,44233
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",6,7362,44172
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,5474,43792
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",7,6204,43428
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_birth",5,8519,42595
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",6,7084,42504
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,5264,42112
"has_gender, has_position_held, has_native_language, has_occupation",4,10471,41884
"has_gender, has_country_of_citizenship, has_position_held, has_native_language",4,10470,41880
"has_country_of_citizenship, has_position_held, has_native_language, has_occupation",4,10470,41880
"has_gender, has_position_held, has_native_language, has_date_of_birth",4,10466,41864
"has_position_held, has_native_language, has_occupation, has_date_of_birth",4,10466,41864
"has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",4,10465,41860
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,6973,41838
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,5214,41712
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",8,5191,41528
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,5190,41520
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",8,5190,41520
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",8,5190,41520
"has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,6905,41430
"has_place_of_birth, has_gender, has_position_held, has_native_language",4,10333,41332
"has_place_of_birth, has_position_held, has_native_language, has_occupation",4,10333,41332
"has_place_of_birth, has_position_held, has_native_language, has_date_of_birth",4,10332,41328
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language",4,10332,41328
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",6,6877,41262
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,6875,41250
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,6875,41250
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,6865,41190
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,6802,40812
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",6,6802,40812
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",6,6802,40812
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,6722,40332
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death",6,6722,40332
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,6722,40332
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",6,6695,40170
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,6695,40170
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",6,6695,40170
"has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,6615,39690
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,4952,39616
"has_place_of_birth, has_gender, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,6553,39318
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,6528,39168
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",6,6528,39168
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death",6,6528,39168
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,6495,38970
"has_gender, has_field_of_work, has_occupation, has_date_of_birth",4,9741,38964
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death",6,6470,38820
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_birth",6,6470,38820
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,5545,38815
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,6469,38814
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_date_of_death, has_date_of_birth",6,6469,38814
"has_place_of_death, has_gender, has_award_received, has_date_of_birth",4,9621,38484
"has_place_of_death, has_occupation, has_award_received, has_date_of_birth",4,9621,38484
"has_place_of_death, has_gender, has_occupation, has_award_received",4,9621,38484
"has_place_of_death, has_award_received, has_date_of_death, has_date_of_birth",4,9617,38468
"has_place_of_death, has_occupation, has_award_received, has_date_of_death",4,9617,38468
"has_place_of_death, has_gender, has_award_received, has_date_of_death",4,9617,38468
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",5,7675,38375
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death",7,5474,38318
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,5474,38318
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,5474,38318
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",7,5474,38318
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_birth",4,9555,38220
"has_place_of_death, has_gender, has_country_of_citizenship, has_award_received",4,9555,38220
"has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received",4,9555,38220
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death",4,9551,38204
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",6,6342,38052
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",6,6341,38046
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received",4,9511,38044
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_birth",4,9511,38044
