properties,num_properties,coverage,score
"has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth",5,13775,68875
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_date_of_birth",5,13774,68870
"has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",5,13771,68855
"has_place_of_birth, has_gender, has_award_received, has_date_of_birth",4,17211,68844
"has_place_of_birth, has_occupation, has_award_received, has_date_of_birth",4,17211,68844
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,8603,68824
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,8584,68672
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received",4,17155,68620
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received",4,17155,68620
"has_place_of_birth, has_country_of_citizenship, has_award_received, has_date_of_birth",4,17142,68568
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",8,8568,68544
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",8,8568,68544
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,8568,68544
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",8,8568,68544
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_occupation",5,13698,68490
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_date_of_birth",5,13695,68475
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_date_of_death",5,13695,68475
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation, has_date_of_birth",5,13695,68475
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation, has_date_of_death",5,13695,68475
"has_place_of_birth, has_place_of_death, has_native_language, has_date_of_death, has_date_of_birth",5,13692,68460
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation",5,13681,68405
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language",5,13681,68405
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_death",5,13678,68390
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_birth",5,13678,68390
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",6,11257,67542
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_occupation, has_date_of_birth",6,11022,66132
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",6,11020,66120
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",6,11014,66084
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",6,11014,66084
"has_gender, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,12983,64915
"has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",5,12928,64640
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,12922,64610
"has_gender, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",5,12921,64605
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,10761,64566
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",6,10743,64458
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",6,10740,64440
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,10740,64440
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,9180,64260
"has_place_of_birth, has_gender, has_occupation, has_award_received, has_date_of_death",5,12768,63840
"has_place_of_birth, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,12767,63835
"has_place_of_birth, has_gender, has_award_received, has_date_of_death, has_date_of_birth",5,12767,63835
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received, has_date_of_death",5,12719,63595
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",5,12719,63595
"has_place_of_birth, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",5,12718,63590
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,9049,63343
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death",7,9043,63301
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",7,9043,63301
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,9043,63301
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,9025,63175
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,8944,62608
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,8927,62489
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",7,8927,62489
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",7,8927,62489
"has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,8787,61509
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",7,8782,61474
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death",7,8781,61467
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",7,8781,61467
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,8781,61467
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_date_of_birth",7,8748,61236
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,8747,61229
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",7,8747,61229
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_date_of_death",7,8747,61229
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",7,8742,61194
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",7,8742,61194
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",7,8742,61194
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death",7,8741,61187
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death",7,8741,61187
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",7,8741,61187
"has_place_of_death, has_gender, has_occupation, has_award_received, has_date_of_death",5,12223,61115
"has_place_of_death, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,12221,61105
"has_place_of_death, has_gender, has_occupation, has_award_received, has_date_of_birth",5,12220,61100
"has_place_of_death, has_gender, has_award_received, has_date_of_death, has_date_of_birth",5,12220,61100
"has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",5,12180,60900
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_award_received",5,12179,60895
"has_place_of_death, has_gender, has_country_of_citizenship, has_award_received, has_date_of_death",5,12179,60895
"has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",5,12177,60885
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",5,12177,60885
"has_place_of_death, has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth",5,12176,60880
"has_place_of_birth, has_place_of_death, has_gender, has_award_received, has_date_of_birth",5,12160,60800
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_award_received",5,12160,60800
"has_place_of_birth, has_place_of_death, has_gender, has_award_received, has_date_of_death",5,12160,60800
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received, has_date_of_death",5,12160,60800
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_death, has_date_of_birth",5,12160,60800
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received, has_date_of_birth",5,12160,60800
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation",4,15146,60584
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death",5,12116,60580
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_birth",5,12116,60580
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received",5,12116,60580
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_award_received",5,12116,60580
"has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,8619,60333
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",7,8606,60242
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,8603,60221
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",7,8603,60221
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",7,8603,60221
